"start","connection","end","strength","state"
"15 cm Nebelwerfer 41","has_type","Rocket artillery","0.1","0"
"15 cm Nebelwerfer 41","operated_by","Germany","0.1","0"
"15 cm Nebelwerfer 41","operated_by","Hungary","0.1","0"
"15 cm Nebelwerfer 41","originated_in","Germany","0.1","0"
"15 cm Nebelwerfer 41","used_in","World War II","0.1","0"
"17pdr SP Achilles","has_type","Self-propelled anti-tank gun","0.1","0"
"17pdr SP Achilles","made_by","Royal Arsenal","0.1","0"
"21 cm Nebelwerfer 42","has_type","Rocket artillery","0.1","0"
"21 cm Nebelwerfer 42","made_by","Donauwörth Machine Factory","0.1","0"
"21 cm Nebelwerfer 42","operated_by","Nazi Germany, France","0.1","0"
"21 cm Nebelwerfer 42","originated_in","Nazi Germany","0.1","0"
"21 cm Nebelwerfer 42","used_in","World War II","0.1","0"
"23andMe","founded_by","Anne Wojcicki","0.0","0"
"23andMe","founded_by","Linda Avey","0.0","0"
"23andMe","has_key_person","CEO","0.0","0"
"23andMe","headquartered_in","South San Francisco, California","0.0","0"
"23andMe","in_industry","Biotechnology","0.0","0"
"23andMe","in_industry","Genetic genealogy","0.0","0"
"23andMe","makes","Direct-to-consumer","0.1","0"
"23andMe","makes","Mobile application","0.1","0"
"23andMe","makes","personal genome","0.1","0"
"23andMe","provides","Genealogical DNA testing","0.1","0"
"23andMe","provides","Genetic testing","0.1","0"
"23andMe","provides","Medical research","0.1","0"
"2K12 Kub","designed_by","GM chassis","0.0","0"
"2K12 Kub","designed_by","MMZ","0.0","0"
"2K12 Kub","designed_by","NIIP","0.0","0"
"2K12 Kub","designed_by","Vympel","0.0","0"
"2K12 Kub","has_type","Surface-to-air missile","0.0","0"
"2K12 Kub","has_type","Tracked","0.0","0"
"2K12 Kub","has_type","surface-to-air missile","0.0","0"
"2K12 Kub","has_variant","2K12 Kub, 2K12E Kvadrat (export version), 2K12M3, 2K12M4","0.0","0"
"2K12 Kub","has_variant","3M9, 3M9M1, 3M9M3, 3M9M4","0.0","0"
"2K12 Kub","made_by","Ulyanovsk Mechanical Plant","0.0","0"
"2K12 Kub","made_by","ZiK","0.0","0"
"2K12 Kub","operated_by","See list of operators","0.0","0"
"2K12 Kub","originated_in","Russia","0.0","0"
"2K12 Kub","originated_in","Soviet Union","0.0","0"
"2K12 Kub","used_in","1982 Lebanon War","0.0","0"
"2K12 Kub","used_in","2020 Nagorno-Karabakh war","0.0","0"
"2K12 Kub","used_in","Angolan Civil War","0.0","0"
"2K12 Kub","used_in","Chadian Civil War","0.0","0"
"2K12 Kub","used_in","Gulf War","0.0","0"
"2K12 Kub","used_in","Iran–Iraq War","0.0","0"
"2K12 Kub","used_in","Kosovo War","0.0","0"
"2K12 Kub","used_in","Russian invasion of Ukraine","0.0","0"
"2K12 Kub","used_in","Russo-Ukrainian War","0.0","0"
"2K12 Kub","used_in","Syrian Civil War","0.0","0"
"2K12 Kub","used_in","Western Sahara War","0.0","0"
"2K12 Kub","used_in","Yemeni Civil War (2014–present)","0.0","0"
"2K12 Kub","used_in","Yom Kippur War","0.0","0"
"2K12 Kub","used_in","Yugoslav wars","0.0","0"
"3D Robotics","founded_by","Chris Anderson","0.0","0"
"3D Robotics","headquartered_in","Berkeley, California","0.0","0"
"3D Robotics","in_industry","Drone software","0.0","0"
"3D Robotics","makes","Drone software, drone data analytics","0.1","0"
"3D Robotics","owns_brand","Site Scan","0.1","0"
"3M","has_key_person","Michael F. Roman","0.0","0"
"3M","has_key_person","William M. Brown","0.0","0"
"3M","headquartered_in","Maplewood","0.0","0"
"3M","headquartered_in","Minnesota","0.0","0"
"3M","headquartered_in","U.S.","0.0","0"
"3M","in_industry","Conglomerate","0.0","0"
"9K121 Vikhr","has_type","Air-launched Anti-Air/Tank Missile","0.1","0"
"9K121 Vikhr","made_by","KBP Instrument Design Bureau","0.1","0"
"9M123 Khrizantema","designed_by","KBM","0.1","0"
"9M123 Khrizantema","designed_by","Kolomna","0.1","0"
"9M123 Khrizantema","has_type","Anti-tank guided missile","0.1","0"
"9M123 Khrizantema","has_variant","9M123, 9M123-2, 9M123F, 9M123F-2","0.1","0"
"9M123 Khrizantema","made_by","KBMN","0.1","0"
"9M133 Kornet","designed_by","KBP Instrument Design Bureau","0.1","0"
"9M133 Kornet","has_type","Anti-tank missile","0.1","0"
"9M133 Kornet","has_variant","See Variants","0.1","0"
"9M133 Kornet","made_by","Degtyarev plant","0.1","0"
"A-Darter","guided_by","Infrared homing","0.1","0"
"A-Darter","has_type","Short range air-to-air missile","0.1","0"
"A-Darter","launched_from","Combat aircraft","0.1","0"
"A-Darter","made_by","Denel Dynamics","0.1","0"
"A-Darter","made_by","SIATT","0.1","0"
"A-Darter","originated_in","South Africa & Brazil","0.1","0"
"AAI Corporation","in_industry","Aerospace industry","0.0","0"
"AAI Corporation","in_industry","Defence industry","0.0","0"
"AAI Corporation","makes","Aircraft, unmanned aerial vehicles","0.1","0"
"AAI Corporation","owned_by","Textron","0.0","0"
"AAI RQ-2 Pioneer","developed_into","AAI RQ-7 Shadow","0.0","0"
"AAI RQ-2 Pioneer","has_type","Reconnaissance UAV","0.1","0"
"AAI RQ-2 Pioneer","made_by","AAI Corporation","0.1","0"
"AAI RQ-2 Pioneer","made_by","Israel Aircraft Industries","0.1","0"
"AAI RQ-2 Pioneer","originated_in","Israel/United States","0.1","0"
"AAI RQ-7 Shadow","derived_from","AAI RQ-2 Pioneer","0.0","0"
"AAI RQ-7 Shadow","made_by","AAI Corporation","0.1","0"
"AAI RQ-7 Shadow","operated_by","United States Army","0.1","0"
"AAM-1 (Japanese missile)","guided_by","infrared homing","0.1","0"
"AAM-1 (Japanese missile)","has_type","Short-range, infrared homing air-to-air missile","0.1","0"
"AAM-1 (Japanese missile)","launched_from","F-104J Starfighter","0.1","0"
"AAM-1 (Japanese missile)","launched_from","Mitsubishi F-1","0.1","0"
"AAM-1 (Japanese missile)","launched_from","North American F-86F","0.1","0"
"AAM-1 (Japanese missile)","made_by","Mitsubishi Heavy Industries","0.1","0"
"AAM-1 (Japanese missile)","operated_by","Japan","0.1","0"
"AAM-1 (Japanese missile)","originated_in","Japan","0.1","0"
"AAM-2","guided_by","infrared homing","0.1","0"
"AAM-2","has_type","Short-range, infrared homing air-to-air missile","0.1","0"
"AAM-2","launched_from","F-4EJ Phantom II","0.1","0"
"AAM-2","made_by","Mitsubishi Heavy Industries","0.1","0"
"AAM-2","operated_by","Japan","0.1","0"
"AAM-2","originated_in","Japan","0.1","0"
"AAM-3","has_type","Short-range air-to-air missile","0.1","0"
"AAM-3","launched_from","F-4EJKai","0.1","0"
"AAM-3","launched_from","Mitsubishi F-2","0.1","0"
"AAM-3","made_by","Mitsubishi Heavy Industries","0.1","0"
"AAM-3","operated_by","Japanese Air Self-Defence Force","0.1","0"
"AAM-3","originated_in","Japan","0.1","0"
"AAM-4","guided_by","Inertial guidance","0.1","0"
"AAM-4","guided_by","SARH","0.1","0"
"AAM-4","guided_by","active radar homing","0.1","0"
"AAM-4","guided_by","datalink","0.1","0"
"AAM-4","has_type","Beyond-visual-range","0.1","0"
"AAM-4","has_type","air-to-air missile","0.1","0"
"AAM-4","has_variant","JNAAM","0.1","0"
"AAM-4","has_warhead","High explosive","0.1","0"
"AAM-4","has_warhead","blast-fragmentation","0.1","0"
"AAM-4","launched_from","F-15J","0.1","0"
"AAM-4","launched_from","F-2","0.1","0"
"AAM-4","made_by","Mitsubishi Heavy Industries","0.1","0"
"AAM-4","operated_by","See Operators","0.1","0"
"AAM-4","originated_in","Japan","0.1","0"
"AAM-5 (Japanese missile)","guided_by","Infrared homing","0.1","0"
"AAM-5 (Japanese missile)","has_type","Short-range air-to-air missile","0.1","0"
"AAM-5 (Japanese missile)","has_warhead","blast-frag","0.1","0"
"AAM-5 (Japanese missile)","made_by","Mitsubishi Heavy Industries","0.1","0"
"AAM-5 (Japanese missile)","operated_by","Japan Air Self-Defense Force","0.1","0"
"AAM-5 (Japanese missile)","originated_in","Japan","0.1","0"
"AB InBev","makes","Alcoholic beverages: beer and soft drinks","0.1","0"
"AB InBev","owns","AmBev","0.1","0"
"AB InBev","owns","Anheuser-Busch","0.1","0"
"AB InBev","owns","Grupo Modelo","0.1","0"
"AB InBev","owns","InBev","0.1","0"
"AB InBev","owns","Interbrew","0.1","0"
"AGM-114 Hellfire","guided_by","Millimeter-wave radar seeker","0.1","0"
"AGM-114 Hellfire","guided_by","Semi-active laser homing","0.1","0"
"AGM-114 Hellfire","has_type","Air-to-surface","0.1","0"
"AGM-114 Hellfire","has_type","surface-to-surface missile","0.1","0"
"AGM-114 Hellfire","has_warhead","Blast fragmentation","0.1","0"
"AGM-114 Hellfire","has_warhead","High-explosive anti-tank","0.1","0"
"AGM-114 Hellfire","has_warhead","Metal augmented charge","0.1","0"
"AGM-114 Hellfire","has_warhead","Shaped charge","0.1","0"
"AGM-114 Hellfire","has_warhead","Tandem-charge","0.1","0"
"AGM-114 Hellfire","launched_from","Rotary","0.1","0"
"AGM-114 Hellfire","launched_from","fixed-wing aircraft","0.1","0"
"AGM-114 Hellfire","launched_from","unmanned combat aerial vehicles","0.1","0"
"AGM-114 Hellfire","made_by","Boeing","0.1","0"
"AGM-114 Hellfire","made_by","Lockheed Martin","0.1","0"
"AGM-114 Hellfire","made_by","Northrop Grumman","0.1","0"
"AGM-114 Hellfire","originated_in","United States","0.1","0"
"AGM-114 Hellfire","used_in","Gulf War","0.1","0"
"AGM-114 Hellfire","used_in","Russian Invasion of Ukraine","0.0","0"
"AGM-114 Hellfire","used_in","War on Terror","0.1","0"
"AGM-12 Bullpup","guided_by","Line-of-sight radio command","0.1","0"
"AGM-12 Bullpup","has_type","Air-to-ground","0.1","0"
"AGM-12 Bullpup","has_variant","ASM-N-7, ASM-N-7A/AGM-12B, AGM-12C, GAM-83B/AGM-12D, AGM-12E","0.1","0"
"AGM-12 Bullpup","has_warhead","W45","0.1","0"
"AGM-12 Bullpup","launched_from","A-4D","0.1","0"
"AGM-12 Bullpup","launched_from","Draken","0.1","0"
"AGM-12 Bullpup","launched_from","F-100","0.1","0"
"AGM-12 Bullpup","launched_from","F-105","0.1","0"
"AGM-12 Bullpup","launched_from","F-4","0.1","0"
"AGM-12 Bullpup","launched_from","F-8","0.1","0"
"AGM-12 Bullpup","launched_from","FJ-4B","0.1","0"
"AGM-12 Bullpup","made_by","Martin Marietta","0.1","0"
"AGM-12 Bullpup","originated_in","United States","0.1","0"
"AGM-12 Bullpup","used_in","Vietnam War","0.1","0"
"AGM-122 Sidearm","guided_by","Narrow-band passive radar seeker","0.1","0"
"AGM-122 Sidearm","has_type","Air-to-surface","0.1","0"
"AGM-122 Sidearm","has_type","Anti-radar missile","0.1","0"
"AGM-122 Sidearm","has_warhead","blast-fragmentation","0.1","0"
"AGM-122 Sidearm","launched_from","AH-1 SuperCobra","0.1","0"
"AGM-122 Sidearm","launched_from","AH-64 Apache","0.1","0"
"AGM-122 Sidearm","launched_from","AV-8B Harrier","0.1","0"
"AGM-122 Sidearm","made_by","Motorola","0.1","0"
"AGM-122 Sidearm","originated_in","United States","0.1","0"
"AGM-123 Skipper II","guided_by","laser-guidance","0.1","0"
"AGM-123 Skipper II","has_type","laser-guided bomb","0.1","0"
"AGM-123 Skipper II","has_warhead","Mk 83 bomb","0.1","0"
"AGM-123 Skipper II","made_by","Emerson Electric","0.1","0"
"AGM-123 Skipper II","operated_by","United States Marine Corps","0.1","0"
"AGM-123 Skipper II","operated_by","United States Navy","0.1","0"
"AGM-123 Skipper II","originated_in","United States","0.1","0"
"AGM-129 ACM","guided_by","Inertial guidance system","0.1","0"
"AGM-129 ACM","guided_by","Lidar","0.1","0"
"AGM-129 ACM","guided_by","Terrain Contour Matching (TERCOM)","0.1","0"
"AGM-129 ACM","has_type","Air-launched cruise missile","0.1","0"
"AGM-129 ACM","has_warhead","W80","0.1","0"
"AGM-129 ACM","has_warhead","nuclear warhead","0.1","0"
"AGM-129 ACM","launched_from","B-52 Stratofortress","0.1","0"
"AGM-129 ACM","made_by","General Dynamics","0.1","0"
"AGM-129 ACM","made_by","Raytheon","0.1","0"
"AGM-129 ACM","operated_by","U.S. Air Force","0.1","0"
"AGM-129 ACM","originated_in","United States","0.1","0"
"AGM-130","has_type","Air-to-surface","0.1","0"
"AGM-130","has_type","guided missile","0.1","0"
"AGM-130","has_warhead","2,000 lb (907 kg) BLU-109 or MK 84","0.1","0"
"AGM-130","operated_by","USAF","0.1","0"
"AGM-130","originated_in","United States","0.1","0"
"AGM-130","used_in","Kosovo War","0.1","0"
"AGM-131 SRAM II","designed_by","Boeing","0.1","0"
"AGM-131 SRAM II","has_type","Nuclear air-to-surface missile","0.1","0"
"AGM-131 SRAM II","has_warhead","nuclear warhead","0.1","0"
"AGM-131 SRAM II","launched_from","Aircraft","0.1","0"
"AGM-131 SRAM II","originated_in","U.S.","0.1","0"
"AGM-136 Tacit Rainbow","designed_by","Boeing","0.1","0"
"AGM-136 Tacit Rainbow","designed_by","Northrop","0.1","0"
"AGM-136 Tacit Rainbow","designed_by","Texas Instruments","0.1","0"
"AGM-136 Tacit Rainbow","has_type","Anti-radiation missile","0.1","0"
"AGM-136 Tacit Rainbow","originated_in","United States","0.1","0"
"AGM-158 JASSM","designed_by","Lockheed Martin","0.1","0"
"AGM-158 JASSM","guided_by","GPS","0.1","0"
"AGM-158 JASSM","guided_by","IIR","0.1","0"
"AGM-158 JASSM","guided_by","INS","0.1","0"
"AGM-158 JASSM","guided_by","M-code AGM-158B-3","0.1","0"
"AGM-158 JASSM","has_type","Air-launched cruise missile","0.1","0"
"AGM-158 JASSM","has_warhead","WDU-42/B penetrator","0.1","0"
"AGM-158 JASSM","launched_from","B-1 Lancer","0.1","0"
"AGM-158 JASSM","launched_from","B-2 Spirit","0.1","0"
"AGM-158 JASSM","launched_from","B-52 Stratofortress","0.1","0"
"AGM-158 JASSM","launched_from","C-130","0.1","0"
"AGM-158 JASSM","launched_from","C-17","0.1","0"
"AGM-158 JASSM","launched_from","F-15E Strike Eagle","0.1","0"
"AGM-158 JASSM","launched_from","F-16 Fighting Falcon","0.1","0"
"AGM-158 JASSM","launched_from","Rapid Dragon","0.1","0"
"AGM-158 JASSM","made_by","Lockheed Martin Missiles and Fire Control","0.1","0"
"AGM-158 JASSM","operated_by","Finnish Air Force","0.1","0"
"AGM-158 JASSM","operated_by","Polish Air Force","0.1","0"
"AGM-158 JASSM","operated_by","Royal Australian Air Force","0.1","0"
"AGM-158 JASSM","operated_by","United States Air Force","0.1","0"
"AGM-158 JASSM","originated_in","United States","0.1","0"
"AGM-158 JASSM","used_in","Operation Rough Rider","0.1","0"
"AGM-158 JASSM","used_in","Syrian Civil War","0.1","0"
"AGM-158 JASSM","used_in","U.S. intervention in Syria","0.1","0"
"AGM-158 JASSM","used_in","Yemeni Civil War","0.1","0"
"AGM-158C LRASM","designed_by","DARPA","0.1","0"
"AGM-158C LRASM","guided_by","AI","0.1","0"
"AGM-158C LRASM","guided_by","EO","0.1","0"
"AGM-158C LRASM","guided_by","GPS","0.1","0"
"AGM-158C LRASM","guided_by","IIR","0.1","0"
"AGM-158C LRASM","guided_by","INS","0.1","0"
"AGM-158C LRASM","has_type","Anti-ship missile","0.1","0"
"AGM-158C LRASM","has_warhead","WDU-42/B HE blast fragmentation penetrator","0.1","0"
"AGM-158C LRASM","launched_from","B-1 Lancer","0.1","0"
"AGM-158C LRASM","launched_from","F-15E Strike Eagle","0.1","0"
"AGM-158C LRASM","launched_from","F-15EX Eagle II","0.1","0"
"AGM-158C LRASM","launched_from","F-35 Lightning II","0.1","0"
"AGM-158C LRASM","launched_from","HIMARS","0.1","0"
"AGM-158C LRASM","launched_from","Mk 41 VLS","0.1","0"
"AGM-158C LRASM","launched_from","P-8 Poseidon","0.1","0"
"AGM-158C LRASM","made_by","Lockheed Martin","0.1","0"
"AGM-158C LRASM","operated_by","Royal Australian Air Force","0.1","0"
"AGM-158C LRASM","operated_by","United States Air Force","0.1","0"
"AGM-158C LRASM","operated_by","United States Navy","0.1","0"
"AGM-158C LRASM","originated_in","United States","0.1","0"
"AGM-176 Griffin","guided_by","GPS","0.1","0"
"AGM-176 Griffin","guided_by","INS","0.1","0"
"AGM-176 Griffin","guided_by","Laser","0.1","0"
"AGM-176 Griffin","has_type","Air-to-surface missile","0.1","0"
"AGM-176 Griffin","has_type","Surface-to-surface missile","0.1","0"
"AGM-176 Griffin","has_warhead","Blast-fragmentation","0.1","0"
"AGM-176 Griffin","launched_from","Cyclone-class patrol ship","0.1","0"
"AGM-176 Griffin","launched_from","MQ-1","0.1","0"
"AGM-176 Griffin","launched_from","MQ-9","0.1","0"
"AGM-176 Griffin","launched_from","UAVs","0.1","0"
"AGM-176 Griffin","made_by","Raytheon","0.1","0"
"AGM-176 Griffin","operated_by","Central Intelligence Agency","0.1","0"
"AGM-176 Griffin","operated_by","United States Air Force","0.1","0"
"AGM-176 Griffin","operated_by","United States Marine Corps","0.1","0"
"AGM-176 Griffin","operated_by","United States Navy","0.1","0"
"AGM-176 Griffin","originated_in","United States","0.1","0"
"AGM-176 Griffin","used_in","Iraq War","0.1","0"
"AGM-176 Griffin","used_in","Syrian Civil War","0.1","0"
"AGM-176 Griffin","used_in","War in Afghanistan","0.1","0"
"AGM-28 Hound Dog","guided_by","Astro-inertial guidance","0.1","0"
"AGM-28 Hound Dog","has_type","Cruise missile","0.1","0"
"AGM-28 Hound Dog","has_warhead","W28 Class D nuclear warhead","0.1","0"
"AGM-28 Hound Dog","launched_from","B-52 Stratofortress","0.1","0"
"AGM-28 Hound Dog","made_by","North American Aviation","0.1","0"
"AGM-28 Hound Dog","originated_in","United States","0.1","0"
"AGM-45 Shrike","guided_by","Passive radar","0.1","0"
"AGM-45 Shrike","has_type","Air-to-surface","0.1","0"
"AGM-45 Shrike","has_type","anti-radiation missile","0.1","0"
"AGM-45 Shrike","launched_from","A-4 Skyhawk","0.1","0"
"AGM-45 Shrike","launched_from","A-6 Intruder","0.1","0"
"AGM-45 Shrike","launched_from","Avro Vulcan","0.1","0"
"AGM-45 Shrike","launched_from","F-100 Super Sabre","0.1","0"
"AGM-45 Shrike","launched_from","F-105 Thunderchief","0.1","0"
"AGM-45 Shrike","launched_from","F-16 Fighting Falcon","0.1","0"
"AGM-45 Shrike","launched_from","F-4 Phantom II","0.1","0"
"AGM-45 Shrike","launched_from","Kfir","0.1","0"
"AGM-45 Shrike","launched_from","Kilshon system","0.1","0"
"AGM-45 Shrike","launched_from","LTV A-7 Corsair II","0.1","0"
"AGM-45 Shrike","made_by","Texas Instruments and Sperry Rand/Univac","0.1","0"
"AGM-45 Shrike","originated_in","United States","0.1","0"
"AGM-45 Shrike","used_in","Cold War","0.1","0"
"AGM-45 Shrike","used_in","Falklands War","0.1","0"
"AGM-45 Shrike","used_in","Gulf War","0.1","0"
"AGM-45 Shrike","used_in","Iran–Iraq War","0.1","0"
"AGM-45 Shrike","used_in","Operation El Dorado Canyon","0.1","0"
"AGM-45 Shrike","used_in","Vietnam War","0.1","0"
"AGM-45 Shrike","used_in","Yom Kippur War","0.1","0"
"AGM-53 Condor","has_type","Air-to-surface guided missile","0.1","0"
"AGM-53 Condor","has_warhead","W73 nuclear warhead","0.1","0"
"AGM-53 Condor","has_warhead","shaped charge","0.1","0"
"AGM-53 Condor","launched_from","Aircraft","0.1","0"
"AGM-53 Condor","made_by","Rockwell","0.1","0"
"AGM-53 Condor","originated_in","United States","0.1","0"
"AGM-65 Maverick","guided_by","Electro-optical guidance","0.1","0"
"AGM-65 Maverick","guided_by","Laser guidance","0.1","0"
"AGM-65 Maverick","guided_by","infrared guidance","0.1","0"
"AGM-65 Maverick","has_type","Air-to-surface missile","0.1","0"
"AGM-65 Maverick","made_by","Raytheon","0.1","0"
"AGM-65 Maverick","made_by","Raytheon Missile Systems","0.1","0"
"AGM-65 Maverick","operated_by",">30 countries","0.0","0"
"AGM-65 Maverick","originated_in","United States","0.1","0"
"AGM-65 Maverick","used_in","Cold War","0.1","0"
"AGM-65 Maverick","used_in","First Libyan Civil War","0.1","0"
"AGM-65 Maverick","used_in","Iran–Iraq War","0.1","0"
"AGM-65 Maverick","used_in","Iraq War","0.1","0"
"AGM-65 Maverick","used_in","Kosovo War","0.1","0"
"AGM-65 Maverick","used_in","Persian Gulf War","0.1","0"
"AGM-65 Maverick","used_in","Vietnam War","0.1","0"
"AGM-65 Maverick","used_in","Yom Kippur War","0.1","0"
"AGM-69 SRAM","designed_by","Boeing","0.1","0"
"AGM-69 SRAM","guided_by","Inertial measurement unit","0.1","0"
"AGM-69 SRAM","has_type","air-to-surface missile","0.1","0"
"AGM-69 SRAM","has_warhead","W69","0.1","0"
"AGM-69 SRAM","made_by","Boeing","0.1","0"
"AGM-69 SRAM","operated_by","United States","0.1","0"
"AGM-69 SRAM","originated_in","United States","0.1","0"
"AGM-69 SRAM","used_in","Cold War","0.1","0"
"AGM-76 Falcon","guided_by","Passive radar homing","0.1","0"
"AGM-76 Falcon","has_type","Anti-radiation missile","0.1","0"
"AGM-76 Falcon","has_warhead","high explosive","0.1","0"
"AGM-76 Falcon","launched_from","F-4D, A-6B, F-105F","0.1","0"
"AGM-76 Falcon","made_by","Hughes Aerospace","0.1","0"
"AGM-76 Falcon","operated_by","United States Air Force","0.1","0"
"AGM-76 Falcon","originated_in","United States","0.1","0"
"AGM-78 Standard ARM","guided_by","Passive radar","0.1","0"
"AGM-78 Standard ARM","has_type","Air-to-surface","0.1","0"
"AGM-78 Standard ARM","has_type","anti-radiation missile","0.1","0"
"AGM-78 Standard ARM","launched_from","A-6B/E Intruder","0.1","0"
"AGM-78 Standard ARM","launched_from","F-105G Thunderchief","0.1","0"
"AGM-78 Standard ARM","launched_from","F-4G Phantom II","0.1","0"
"AGM-78 Standard ARM","originated_in","United States","0.1","0"
"AGM-78 Standard ARM","used_in","Vietnam War","0.1","0"
"AGM-80 Viper","guided_by","Inertial","0.1","0"
"AGM-80 Viper","has_type","Air-to-surface missile","0.1","0"
"AGM-80 Viper","has_warhead","Bomblet","0.1","0"
"AGM-80 Viper","made_by","Chrysler Corporation Missile Division","0.1","0"
"AGM-80 Viper","operated_by","United States Air Force","0.1","0"
"AGM-80 Viper","originated_in","United States","0.1","0"
"AGM-83 Bulldog","has_type","Air-to-ground missile","0.1","0"
"AGM-83 Bulldog","has_warhead","113 kg (250 lb) MK 19 blast-fragmentation","0.1","0"
"AGM-83 Bulldog","made_by","Texas Instruments","0.1","0"
"AGM-83 Bulldog","originated_in","United States","0.1","0"
"AGM-84E Standoff Land Attack Missile","designed_by","McDonnell Douglas","0.1","0"
"AGM-84E Standoff Land Attack Missile","guided_by","Datalink","0.1","0"
"AGM-84E Standoff Land Attack Missile","guided_by","Global Positioning System","0.1","0"
"AGM-84E Standoff Land Attack Missile","guided_by","Inertial navigation system","0.1","0"
"AGM-84E Standoff Land Attack Missile","guided_by","Infrared homing","0.1","0"
"AGM-84E Standoff Land Attack Missile","guided_by","aircraft","0.1","0"
"AGM-84E Standoff Land Attack Missile","has_type","Air-launched cruise missile","0.1","0"
"AGM-84E Standoff Land Attack Missile","launched_from","A-6E SWIP Intruder","0.1","0"
"AGM-84E Standoff Land Attack Missile","launched_from","P-3 Orion","0.1","0"
"AGM-84E Standoff Land Attack Missile","launched_from","S-3B Viking","0.1","0"
"AGM-84E Standoff Land Attack Missile","made_by","McDonnell Douglas","0.1","0"
"AGM-84E Standoff Land Attack Missile","operated_by","U.S. Navy","0.1","0"
"AGM-84E Standoff Land Attack Missile","originated_in","United States","0.1","0"
"AGM-84E Standoff Land Attack Missile","used_in","Bosnian War","0.1","0"
"AGM-84E Standoff Land Attack Missile","used_in","Gulf War","0.1","0"
"AGM-86 ALCM","guided_by","GPS","0.1","0"
"AGM-86 ALCM","guided_by","TERCOM","0.1","0"
"AGM-86 ALCM","guided_by","inertial navigation system","0.1","0"
"AGM-86 ALCM","has_type","Air-to-ground strategic cruise missile","0.1","0"
"AGM-86 ALCM","has_variant","AGM-86B (1982), AGM-86C (1991), AGM-86D (2001)","0.1","0"
"AGM-86 ALCM","has_warhead","Conventional","0.1","0"
"AGM-86 ALCM","has_warhead","W80","0.1","0"
"AGM-86 ALCM","has_warhead","thermonuclear weapon","0.1","0"
"AGM-86 ALCM","launched_from","Boeing B-52H Stratofortress","0.1","0"
"AGM-86 ALCM","made_by","Boeing Integrated Defense Systems","0.1","0"
"AGM-86 ALCM","operated_by","United States Air Force","0.1","0"
"AGM-86 ALCM","originated_in","United States","0.1","0"
"AGM-88 HARM","designed_by","Alliant Techsystems (ATK)","0.1","0"
"AGM-88 HARM","designed_by","Texas Instruments","0.1","0"
"AGM-88 HARM","guided_by","Passive radar homing","0.1","0"
"AGM-88 HARM","guided_by","active radar homing","0.1","0"
"AGM-88 HARM","guided_by","home-on-jam","0.1","0"
"AGM-88 HARM","guided_by","millimeter-wave","0.1","0"
"AGM-88 HARM","has_type","Air-to-surface","0.1","0"
"AGM-88 HARM","has_type","anti-radiation missile","0.1","0"
"AGM-88 HARM","has_warhead","WAU-7/B blast-fragmentation warhead","0.1","0"
"AGM-88 HARM","launched_from","EA-18G","0.1","0"
"AGM-88 HARM","launched_from","EA-6B","0.1","0"
"AGM-88 HARM","launched_from","F-15E","0.1","0"
"AGM-88 HARM","launched_from","F-16","0.1","0"
"AGM-88 HARM","launched_from","F-35","0.1","0"
"AGM-88 HARM","launched_from","F-4G","0.1","0"
"AGM-88 HARM","launched_from","MiG-29","0.1","0"
"AGM-88 HARM","launched_from","Su-27","0.1","0"
"AGM-88 HARM","launched_from","Tornado IDS/ECR","0.1","0"
"AGM-88 HARM","made_by","Alliant Techsystems","0.1","0"
"AGM-88 HARM","made_by","Northrop Grumman","0.1","0"
"AGM-88 HARM","made_by","Orbital ATK","0.1","0"
"AGM-88 HARM","made_by","Raytheon Missiles & Defense","0.1","0"
"AGM-88 HARM","made_by","Texas Instruments","0.1","0"
"AGM-88 HARM","operated_by","See list of operators","0.1","0"
"AGM-88 HARM","originated_in","United States","0.1","0"
"AGM-88 HARM","used_in","2011 military intervention in Libya","0.1","0"
"AGM-88 HARM","used_in","Action in the Gulf of Sidra (1986)","0.1","0"
"AGM-88 HARM","used_in","Bombing of Libya (1986)","0.1","0"
"AGM-88 HARM","used_in","Cold War","0.1","0"
"AGM-88 HARM","used_in","First Libyan Civil War","0.1","0"
"AGM-88 HARM","used_in","Gaza war","0.1","0"
"AGM-88 HARM","used_in","Gulf War","0.1","0"
"AGM-88 HARM","used_in","Iraq War","0.1","0"
"AGM-88 HARM","used_in","Kosovo War","0.1","0"
"AGM-88 HARM","used_in","Red Sea crisis","0.1","0"
"AGM-88 HARM","used_in","Russian invasion of Ukraine","0.1","0"
"AGM-88 HARM","used_in","Russo-Ukrainian War","0.1","0"
"AIDC F-CK-1 Ching-kuo","developed_into","AIDC T-5","0.0","0"
"AIDC F-CK-1 Ching-kuo","has_type","Multirole fighter","0.1","0"
"AIDC F-CK-1 Ching-kuo","made_by","Aerospace Industrial Development Corporation","0.1","0"
"AIDC F-CK-1 Ching-kuo","operated_by","Republic of China Air Force","0.1","0"
"AIDC F-CK-1 Ching-kuo","originated_in","Republic of China","0.1","0"
"AIM-120 AMRAAM","guided_by","Inertial guidance","0.1","0"
"AIM-120 AMRAAM","guided_by","active radar homing","0.1","0"
"AIM-120 AMRAAM","guided_by","datalink","0.1","0"
"AIM-120 AMRAAM","guided_by","mid-course update","0.1","0"
"AIM-120 AMRAAM","has_type","Beyond-visual-range","0.1","0"
"AIM-120 AMRAAM","has_type","air-to-air missile","0.1","0"
