"start","connection","end","strength","state"
"Bell AH-1 SuperCobra","originated_in","United States","0.1","0"
"Bell AH-1Z Viper","derived_from","Bell AH-1 SuperCobra","0.0","0"
"Bell AH-1Z Viper","has_type","Attack helicopter","0.1","0"
"Bell AH-1Z Viper","made_by","Bell Helicopter","0.1","0"
"Bell AH-1Z Viper","operated_by","Czech Air Force","0.1","0"
"Bell AH-1Z Viper","operated_by","Royal Bahraini Air Force","0.1","0"
"Bell AH-1Z Viper","operated_by","United States Marine Corps","0.1","0"
"Bell AH-1Z Viper","originated_in","United States","0.1","0"
"Bell Boeing V-22 Osprey","derived_from","Bell XV-15","0.0","0"
"Bell Boeing V-22 Osprey","has_type","Tiltrotor","0.1","0"
"Bell Boeing V-22 Osprey","has_type","military transport aircraft","0.1","0"
"Bell Boeing V-22 Osprey","has_variant","Bell Boeing Quad TiltRotor","0.1","0"
"Bell Boeing V-22 Osprey","made_by","Bell Helicopter","0.1","0"
"Bell Boeing V-22 Osprey","made_by","Boeing Defense, Space & Security","0.1","0"
"Bell Boeing V-22 Osprey","operated_by","Japan Ground Self-Defense Force","0.1","0"
"Bell Boeing V-22 Osprey","operated_by","United States Air Force","0.1","0"
"Bell Boeing V-22 Osprey","operated_by","United States Marine Corps","0.1","0"
"Bell Boeing V-22 Osprey","operated_by","United States Navy","0.1","0"
"Bell Boeing V-22 Osprey","originated_in","United States","0.1","0"
"Bell Labs","headquartered_in","Murray Hill, New Jersey","0.0","0"
"Bell Labs","in_industry","material science","0.0","0"
"Bell Labs","owned_by","AT&T","0.0","0"
"Bell Labs","owned_by","Alcatel-Lucent","0.0","0"
"Bell Labs","owned_by","Lucent Technologies","0.0","0"
"Bell Labs","owned_by","Nokia","0.0","0"
"Bell Labs","owned_by","Western Electric","0.0","0"
"Bell Labs","owns","Nokia Shanghai Bell","0.1","0"
"Bell OH-58 Kiowa","derived_from","Bell 206","0.0","0"
"Bell OH-58 Kiowa","has_type","Observation and reconnaissance helicopter","0.1","0"
"Bell OH-58 Kiowa","made_by","Bell Helicopter","0.1","0"
"Bell OH-58 Kiowa","operated_by","Hellenic Army","0.1","0"
"Bell OH-58 Kiowa","operated_by","Republic of China Army","0.1","0"
"Bell OH-58 Kiowa","operated_by","Royal Saudi Land Forces","0.1","0"
"Bell OH-58 Kiowa","operated_by","United States Army","0.1","0"
"Bell OH-58 Kiowa","originated_in","United States","0.1","0"
"Bell P-39 Airacobra","developed_into","Bell P-63 Kingcobra","0.0","0"
"Bell P-39 Airacobra","has_type","Fighter","0.1","0"
"Bell P-39 Airacobra","has_variant","Bell P-76","0.1","0"
"Bell P-39 Airacobra","has_variant","Bell XFL Airabonita","0.1","0"
"Bell P-39 Airacobra","made_by","Bell Aircraft","0.1","0"
"Bell P-39 Airacobra","operated_by","Royal Air Force","0.1","0"
"Bell P-39 Airacobra","operated_by","Soviet Air Force","0.1","0"
"Bell P-39 Airacobra","operated_by","United States Army Air Forces","0.1","0"
"Bell P-39 Airacobra","originated_in","United States","0.1","0"
"Bell P-63 Kingcobra","derived_from","Bell P-39 Airacobra","0.0","0"
"Bell P-63 Kingcobra","has_type","Fighter aircraft","0.1","0"
"Bell P-63 Kingcobra","has_variant","Bell L-39","0.1","0"
"Bell P-63 Kingcobra","made_by","Bell Aircraft","0.1","0"
"Bell P-63 Kingcobra","operated_by","French Air Force","0.1","0"
"Bell P-63 Kingcobra","operated_by","Soviet Air Force","0.1","0"
"Bell P-63 Kingcobra","operated_by","United States Army Air Forces","0.1","0"
"Bell P-63 Kingcobra","originated_in","United States","0.1","0"
"Bell System","founded_by","Alexander Graham Bell","0.0","0"
"Bell System","headquartered_in","New York","0.0","0"
"Bell System","in_industry","Telecommunications","0.0","0"
"Bell System","owned_by","AT&T","0.0","0"
"Bell System","owned_by","Bell Telephone Company","0.0","0"
"Bell Textron","has_key_person","CEO","0.0","0"
"Bell Textron","has_key_person","president","0.0","0"
"Bell Textron","headquartered_in","Fort Worth, Texas","0.0","0"
"Bell Textron","in_industry","Aerospace","0.0","0"
"Bell Textron","owned_by","Textron","0.0","0"
"Bell UH-1 Iroquois","developed_into","Bell 214ST","0.0","0"
"Bell UH-1 Iroquois","developed_into","Bell 533","0.0","0"
"Bell UH-1 Iroquois","has_type","Utility helicopter","0.1","0"
"Bell UH-1 Iroquois","has_variant","Bell 212","0.1","0"
"Bell UH-1 Iroquois","has_variant","Bell 214","0.1","0"
"Bell UH-1 Iroquois","has_variant","Bell 412","0.1","0"
"Bell UH-1 Iroquois","has_variant","Bell CH-146 Griffon","0.1","0"
"Bell UH-1 Iroquois","has_variant","Bell UH-1N Twin Huey","0.1","0"
"Bell UH-1 Iroquois","has_variant","Bell UH-1Y Venom","0.1","0"
"Bell UH-1 Iroquois","made_by","Bell Helicopter","0.1","0"
"Bell UH-1 Iroquois","operated_by","Canadian Army","0.1","0"
"Bell UH-1 Iroquois","operated_by","Japan Ground Self-Defense Force","0.1","0"
"Bell UH-1 Iroquois","operated_by","United States Army","0.1","0"
"Bell UH-1 Iroquois","originated_in","United States","0.1","0"
"Bell UH-1 Iroquois variants","has_type","Military Helicopter","0.1","0"
"Bell UH-1 Iroquois variants","made_by","Bell Helicopter","0.1","0"
"Bell UH-1 Iroquois variants","originated_in","United States","0.1","0"
"Bentley","makes","Bentayga","0.1","0"
"Bentley","makes","Continental GT","0.1","0"
"Bentley","makes","Flying Spur","0.1","0"
"Bentley","provides","Automobile customisation","0.1","0"
"Beriev","founded_by","Georgy Beriev","0.0","0"
"Beriev","has_key_person","Mikhail V. Grezin, Executive Director Nikolay A. Lavro, Chief Designer","0.0","0"
"Beriev","headquartered_in","47°11′56.36″N38°50′42″E﻿ / ﻿47.1989889°N 38.84500°E﻿ /47.1989889; 38.84500","0.0","0"
"Beriev","headquartered_in","Taganrog, Russia","0.0","0"
"Beriev","in_industry","aerospace","0.0","0"
"Beriev","makes","seaplanes","0.1","0"
"Beriev","owned_by","United Aircraft Corporation","0.0","0"
"Berkshire Hathaway","founded_by","Oliver Chace","0.0","0"
"Berkshire Hathaway","has_key_person","Ajit Jain","0.0","0"
"Berkshire Hathaway","has_key_person","Greg Abel","0.0","0"
"Berkshire Hathaway","has_key_person","Warren Buffett","0.0","0"
"Berkshire Hathaway","headquartered_in","Blackstone Plaza","0.0","0"
"Berkshire Hathaway","headquartered_in","Omaha, Nebraska","0.0","0"
"Berkshire Hathaway","in_industry","Conglomerate","0.0","0"
"Berkshire Hathaway","makes","Apparel","0.1","0"
"Berkshire Hathaway","makes","Aviation","0.1","0"
"Berkshire Hathaway","makes","Electric power","0.1","0"
"Berkshire Hathaway","makes","Mobile homes","0.1","0"
"Berkshire Hathaway","makes","Natural gas","0.1","0"
"Berkshire Hathaway","makes","Property & casualty insurance","0.1","0"
"Berkshire Hathaway","makes","Rail transport","0.1","0"
"Berkshire Hathaway","makes","Real estate","0.1","0"
"Berkshire Hathaway","makes","Recreational vehicles","0.1","0"
"Berkshire Hathaway","makes","Reinsurance","0.1","0"
"Berkshire Hathaway","makes","Retail","0.1","0"
"Berkshire Hathaway","owns","List of subsidiaries","0.1","0"
"Bharat Dynamics Limited","has_key_person","Chairman","0.0","0"
"Bharat Dynamics Limited","has_key_person","MD","0.0","0"
"Bharat Dynamics Limited","headquartered_in","Hyderabad","0.0","0"
"Bharat Dynamics Limited","headquartered_in","India","0.0","0"
"Bharat Dynamics Limited","headquartered_in","Nanakramguda","0.0","0"
"Bharat Dynamics Limited","in_industry","Defence","0.0","0"
"Bharat Dynamics Limited","owned_by","Government of India","0.0","0"
"Bharat Dynamics Limited","owned_by","Ministry of Defence","0.0","0"
"Bharat Electronics","has_key_person","Chairman","0.0","0"
"Bharat Electronics","has_key_person","Managing Director","0.0","0"
"Bharat Electronics","headquartered_in","Bangalore","0.0","0"
"Bharat Electronics","headquartered_in","Karnataka","0.0","0"
"Bharat Electronics","in_industry","Aerospace","0.0","0"
"Bharat Electronics","in_industry","Avionics","0.0","0"
"Bharat Electronics","in_industry","Defence","0.0","0"
"Bharat Electronics","in_industry","Satellite communication","0.0","0"
"Bharat Electronics","makes","Avionics","0.1","0"
"Bharat Electronics","makes","Electronic voting machines","0.1","0"
"Bharat Electronics","makes","IFF","0.1","0"
"Bharat Electronics","makes","Radars","0.1","0"
"Bharat Electronics","makes","Weapon systems","0.1","0"
"Blackburn Beverley","designed_by","General Aircraft","0.1","0"
"Blackburn Beverley","has_type","Military transport aircraft","0.1","0"
"Blackburn Beverley","made_by","Blackburn Aircraft","0.1","0"
"Blackburn Beverley","operated_by","Royal Air Force","0.1","0"
"Blackburn Buccaneer","has_type","Maritime","0.1","0"
"Blackburn Buccaneer","has_type","strike aircraft","0.1","0"
"Blackburn Buccaneer","made_by","Blackburn Aircraft Limited","0.1","0"
"Blackburn Buccaneer","made_by","Hawker Siddeley","0.1","0"
"Blackburn Buccaneer","operated_by","Royal Air Force","0.1","0"
"Blackburn Buccaneer","operated_by","Royal Navy","0.1","0"
"Blackburn Buccaneer","operated_by","South African Air Force","0.1","0"
"Blackburn Buccaneer","originated_in","UK","0.1","0"
"Blohm & Voss BV 143","designed_by","Blohm & Voss","0.1","0"
"Blohm & Voss BV 143","has_type","Experimental anti-shipping glide bomb","0.1","0"
"Blohm & Voss BV 143","has_variant","BV 143A, BV 143B","0.1","0"
"Blohm & Voss BV 143","launched_from","He 111","0.1","0"
"Blohm & Voss BV 143","operated_by","Luftwaffe","0.1","0"
"Blohm & Voss BV 143","operated_by","Nazi Germany","0.1","0"
"Blohm & Voss BV 143","originated_in","Nazi Germany","0.1","0"
"Blohm & Voss BV 143","used_in","World War II","0.1","0"
"Blohm & Voss BV 246","designed_by","Richard Vogt","0.1","0"
"Blohm & Voss BV 246","guided_by","Radar seeker (later anti radiation missile version)","0.1","0"
"Blohm & Voss BV 246","has_type","Air-to-surface","0.1","0"
"Blohm & Voss BV 246","launched_from","Heinkel He 111","0.1","0"
"Blohm & Voss BV 246","launched_from","Junkers Ju 88","0.1","0"
"Blohm & Voss BV 246","made_by","Blohm & Voss","0.1","0"
"Blohm & Voss BV 246","originated_in","Germany","0.1","0"
"Bloomberg Television","headquartered_in","731 Lexington Avenue","0.0","0"
"Bloomberg Television","headquartered_in","Asia–Pacific","0.0","0"
"Bloomberg Television","headquartered_in","Bloomberg London","0.0","0"
"Bloomberg Television","headquartered_in","Bloomberg Tower","0.0","0"
"Bloomberg Television","headquartered_in","Europe","0.0","0"
"Bloomberg Television","headquartered_in","Jakarta","0.0","0"
"Bloomberg Television","headquartered_in","London","0.0","0"
"Bloomberg Television","headquartered_in","Manhattan","0.0","0"
"Bloomberg Television","headquartered_in","Marina Bay Financial Centre","0.0","0"
"Bloomberg Television","headquartered_in","New York City","0.0","0"
"Bloomberg Television","headquartered_in","Pacific Place Jakarta","0.0","0"
"Bloomberg Television","headquartered_in","Singapore","0.0","0"
"Bloomberg Television","headquartered_in","Sudirman Central Business District","0.0","0"
"Bloomberg Television","owned_by","Bloomberg L.P.","0.0","0"
"Blue Circle Industries","headquartered_in","Medway","0.0","0"
"Blue Circle Industries","headquartered_in","Thames","0.0","0"
"Blue Circle Industries","in_industry","Building materials","0.0","0"
"Blue Circle Industries","makes","Cement","0.1","0"
"Blériot Aéronautique","founded_by","Louis Blériot","0.0","0"
"Blériot Aéronautique","headquartered_in","Courbevoie","0.0","0"
"Blériot Aéronautique","headquartered_in","Suresnes","0.0","0"
"Blériot Aéronautique","in_industry","Aeronautics","0.0","0"
"Boeing","founded_by","William E. Boeing","0.0","0"
"Boeing","has_division","Commercial Airplanes","0.1","0"
"Boeing","has_division","Defense, Space & Security","0.1","0"
"Boeing","has_division","Global Services","0.1","0"
"Boeing","has_key_person","CEO","0.0","0"
"Boeing","has_key_person","Kelly Ortberg","0.0","0"
"Boeing","has_key_person","chair","0.0","0"
"Boeing","has_key_person","president","0.0","0"
"Boeing","headquartered_in","Crystal City, Virginia","0.0","0"
"Boeing","in_industry","Aerospace","0.0","0"
"Boeing","owns","Aurora Flight Sciences","0.1","0"
"Boeing","owns","Boeing Australia","0.1","0"
"Boeing","owns","Boeing Canada","0.1","0"
"Boeing","owns","Boeing UK","0.1","0"
"Boeing","owns","Insitu","0.1","0"
"Boeing","owns","Jeppesen","0.1","0"
"Boeing","owns","Spectrolab","0.1","0"
"Boeing","owns","Wisk Aero","0.1","0"
"Boeing 307 Stratoliner","derived_from","Boeing B-17 Flying Fortress","0.0","0"
"Boeing 307 Stratoliner","has_type","Airliner","0.1","0"
"Boeing 307 Stratoliner","made_by","Boeing","0.1","0"
"Boeing 307 Stratoliner","operated_by","Aigle Azur","0.1","0"
"Boeing 307 Stratoliner","operated_by","Pan American Airways","0.1","0"
"Boeing 307 Stratoliner","operated_by","Transcontinental & Western Air","0.1","0"
"Boeing 307 Stratoliner","operated_by","United States Army Air Forces","0.1","0"
"Boeing 307 Stratoliner","originated_in","United States","0.1","0"
"Boeing AH-64 Apache","has_type","Attack helicopter","0.1","0"
"Boeing AH-64 Apache","has_variant","AgustaWestland Apache","0.1","0"
"Boeing AH-64 Apache","made_by","Boeing Defense, Space & Security","0.1","0"
"Boeing AH-64 Apache","made_by","Hughes Helicopters","0.1","0"
"Boeing AH-64 Apache","made_by","McDonnell Douglas","0.1","0"
"Boeing AH-64 Apache","operated_by","British Army Air Corps","0.1","0"
"Boeing AH-64 Apache","operated_by","Israeli Air Force","0.1","0"
"Boeing AH-64 Apache","operated_by","Royal Saudi Land Forces","0.1","0"
"Boeing AH-64 Apache","operated_by","United States Army","0.1","0"
"Boeing AH-64 Apache","originated_in","United States","0.1","0"
"Boeing B-17 Flying Fortress","developed_into","Boeing 307 Stratoliner","0.0","0"
"Boeing B-17 Flying Fortress","has_type","Heavy bomber","0.1","0"
"Boeing B-17 Flying Fortress","has_variant","Boeing C-108 Flying Fortress","0.1","0"
"Boeing B-17 Flying Fortress","has_variant","Boeing XB-38 Flying Fortress","0.1","0"
"Boeing B-17 Flying Fortress","has_variant","Boeing YB-40 Flying Fortress","0.1","0"
"Boeing B-17 Flying Fortress","made_by","Boeing","0.1","0"
"Boeing B-17 Flying Fortress","operated_by","Royal Air Force","0.1","0"
"Boeing B-17 Flying Fortress","operated_by","United States Army Air Forces","0.1","0"
"Boeing B-17 Flying Fortress","originated_in","United States","0.1","0"
"Boeing B-29 Superfortress","developed_into","Boeing 377 Stratocruiser","0.0","0"
"Boeing B-29 Superfortress","developed_into","Boeing B-50 Superfortress","0.0","0"
"Boeing B-29 Superfortress","developed_into","Boeing C-97 Stratofreighter","0.0","0"
"Boeing B-29 Superfortress","has_type","Strategic bomber","0.1","0"
"Boeing B-29 Superfortress","has_type","heavy bomber","0.1","0"
"Boeing B-29 Superfortress","has_variant","All models","0.1","0"
"Boeing B-29 Superfortress","has_variant","Boeing KB-29 Superfortress","0.1","0"
"Boeing B-29 Superfortress","has_variant","Boeing XB-44 Superfortress","0.1","0"
"Boeing B-29 Superfortress","has_variant","Tupolev Tu-4","0.1","0"
"Boeing B-29 Superfortress","has_variant","XB-39 Superfortress","0.1","0"
"Boeing B-29 Superfortress","made_by","Boeing","0.1","0"
"Boeing B-29 Superfortress","operated_by","Royal Air Force","0.1","0"
"Boeing B-29 Superfortress","operated_by","United States Air Force","0.1","0"
"Boeing B-29 Superfortress","operated_by","United States Army Air Forces","0.1","0"
"Boeing B-29 Superfortress","originated_in","United States","0.1","0"
"Boeing B-47 Stratojet","developed_into","Boeing XB-56","0.0","0"
"Boeing B-47 Stratojet","has_type","Strategic bomber","0.1","0"
"Boeing B-47 Stratojet","has_type","reconnaissance","0.1","0"
"Boeing B-47 Stratojet","made_by","Boeing","0.1","0"
"Boeing B-47 Stratojet","operated_by","United States Air Force","0.1","0"
"Boeing B-47 Stratojet","originated_in","United States","0.1","0"
"Boeing B-50 Superfortress","derived_from","Boeing B-29 Superfortress","0.0","0"
"Boeing B-50 Superfortress","developed_into","Boeing C-97 Stratofreighter","0.0","0"
"Boeing B-50 Superfortress","has_type","Strategic bomber","0.1","0"
"Boeing B-50 Superfortress","has_variant","Boeing B-54","0.1","0"
"Boeing B-50 Superfortress","made_by","Boeing","0.1","0"
"Boeing B-50 Superfortress","operated_by","United States Air Force","0.1","0"
"Boeing B-50 Superfortress","originated_in","United States","0.1","0"
"Boeing B-52 Stratofortress","has_type","Strategic","0.1","0"
"Boeing B-52 Stratofortress","has_type","heavy bomber","0.1","0"
"Boeing B-52 Stratofortress","made_by","Boeing","0.1","0"
"Boeing B-52 Stratofortress","operated_by","NASA","0.1","0"
"Boeing B-52 Stratofortress","operated_by","United States Air Force","0.1","0"
"Boeing B-52 Stratofortress","originated_in","United States","0.1","0"
"Boeing C-17 Globemaster III","derived_from","McDonnell Douglas YC-15","0.0","0"
"Boeing C-17 Globemaster III","has_type","airlifter","0.1","0"
"Boeing C-17 Globemaster III","made_by","Boeing","0.1","0"
"Boeing C-17 Globemaster III","made_by","McDonnell Douglas","0.1","0"
"Boeing C-17 Globemaster III","operated_by","Indian Air Force","0.1","0"
"Boeing C-17 Globemaster III","operated_by","Royal Air Force","0.1","0"
"Boeing C-17 Globemaster III","operated_by","United States Air Force","0.1","0"
"Boeing C-17 Globemaster III","originated_in","United States","0.1","0"
"Boeing C-97 Stratofreighter","derived_from","Boeing B-29 Superfortress","0.0","0"
"Boeing C-97 Stratofreighter","derived_from","Boeing B-50 Superfortress","0.0","0"
"Boeing C-97 Stratofreighter","developed_into","Aero Spacelines Mini Guppy","0.0","0"
"Boeing C-97 Stratofreighter","developed_into","Aero Spacelines Pregnant Guppy","0.0","0"
"Boeing C-97 Stratofreighter","developed_into","Aero Spacelines Super Guppy","0.0","0"
"Boeing C-97 Stratofreighter","developed_into","Boeing 377 Stratocruiser","0.0","0"
"Boeing C-97 Stratofreighter","has_type","Military transport aircraft","0.1","0"
"Boeing C-97 Stratofreighter","has_variant","Boeing KC-97 Stratofreighter","0.1","0"
"Boeing C-97 Stratofreighter","made_by","Boeing","0.1","0"
"Boeing C-97 Stratofreighter","operated_by","Israeli Air Force","0.1","0"
"Boeing C-97 Stratofreighter","operated_by","United States Air Force","0.1","0"
"Boeing CH-47 Chinook","derived_from","Vertol Model 107","0.0","0"
"Boeing CH-47 Chinook","developed_into","Boeing Vertol BV-347","0.0","0"
"Boeing CH-47 Chinook","has_type","Transport helicopter","0.1","0"
"Boeing CH-47 Chinook","has_variant","Boeing Chinook (UK variants)","0.1","0"
"Boeing CH-47 Chinook","made_by","Boeing Defense, Space & Security","0.1","0"
"Boeing CH-47 Chinook","operated_by","Japan Ground Self-Defense Force","0.1","0"
"Boeing CH-47 Chinook","operated_by","Royal Saudi Air Force","0.1","0"
"Boeing CH-47 Chinook","operated_by","United States Army","0.1","0"
"Boeing CH-47 Chinook","originated_in","United States","0.1","0"
"Boeing Commercial Airplanes","founded_by","William Boeing","0.0","0"
"Boeing Commercial Airplanes","has_key_person","CEO","0.0","0"
"Boeing Commercial Airplanes","has_key_person","president","0.0","0"
"Boeing Commercial Airplanes","headquartered_in","Renton, Washington","0.0","0"
"Boeing Commercial Airplanes","in_industry","Aviation","0.0","0"
"Boeing Commercial Airplanes","makes","737","0.1","0"
"Boeing Commercial Airplanes","makes","767","0.1","0"
"Boeing Commercial Airplanes","makes","777","0.1","0"
"Boeing Commercial Airplanes","makes","787","0.1","0"
"Boeing Commercial Airplanes","owned_by","The Boeing Company","0.0","0"
"Boeing Commercial Airplanes","owns","Boeing Capital","0.1","0"
"Boeing Condor","has_type","Research UAV","0.1","0"
"Boeing Condor","made_by","Boeing","0.1","0"
"Boeing Condor","originated_in","United States","0.1","0"
"Boeing Defense, Space & Security","has_division","Rotorcraft Systems","0.1","0"
"Boeing Defense, Space & Security","has_key_person","Steve Parker (interim CEO)","0.0","0"
"Boeing Defense, Space & Security","headquartered_in","Arlington, Virginia","0.0","0"
"Boeing Defense, Space & Security","in_industry","Aerospace","0.0","0"
"Boeing Defense, Space & Security","in_industry","Defense","0.0","0"
"Boeing Defense, Space & Security","owned_by","The Boeing Company","0.0","0"
"Boeing Defense, Space & Security","owns","United Launch Alliance","0.1","0"
"Boeing EA-18G Growler","derived_from","Boeing F/A-18F Super Hornet","0.0","0"
"Boeing EA-18G Growler","has_type","Carrier-based","0.1","0"
"Boeing EA-18G Growler","has_type","electronic warfare aircraft","0.1","0"
"Boeing EA-18G Growler","made_by","Boeing","0.1","0"
"Boeing EA-18G Growler","operated_by","Royal Australian Air Force","0.1","0"
"Boeing EA-18G Growler","operated_by","United States Navy","0.1","0"
"Boeing EA-18G Growler","originated_in","United States","0.1","0"
"Boeing F-15EX Eagle II","derived_from","McDonnell Douglas F-15E Strike Eagle","0.0","0"
"Boeing F-15EX Eagle II","has_type","Multirole fighter","0.1","0"
"Boeing F-15EX Eagle II","made_by","Boeing Defense, Space & Security","0.1","0"
"Boeing F-15EX Eagle II","operated_by","Qatari Emiri Air Force","0.1","0"
"Boeing F-15EX Eagle II","operated_by","Royal Saudi Air Force","0.1","0"
"Boeing F-15EX Eagle II","operated_by","United States Air Force","0.1","0"
"Boeing F-15EX Eagle II","originated_in","United States","0.1","0"
"Boeing KC-135 Stratotanker","derived_from","Boeing 367-80","0.0","0"
"Boeing KC-135 Stratotanker","has_type","Aerial refueling","0.1","0"
"Boeing KC-135 Stratotanker","has_type","transport aircraft","0.1","0"
"Boeing KC-135 Stratotanker","has_variant","Boeing C-135 Stratolifter","0.1","0"
"Boeing KC-135 Stratotanker","has_variant","Boeing EC-135","0.1","0"
"Boeing KC-135 Stratotanker","has_variant","Boeing NC-135","0.1","0"
"Boeing KC-135 Stratotanker","has_variant","Boeing OC-135B Open Skies","0.1","0"
"Boeing KC-135 Stratotanker","has_variant","Boeing RC-135","0.1","0"
"Boeing KC-135 Stratotanker","has_variant","Boeing WC-135 Constant Phoenix","0.1","0"
"Boeing KC-135 Stratotanker","made_by","Boeing","0.1","0"
"Boeing KC-135 Stratotanker","operated_by","Republic of Singapore Air Force","0.1","0"
"Boeing KC-135 Stratotanker","operated_by","Turkish Air Force","0.1","0"
"Boeing KC-135 Stratotanker","operated_by","United States Air Force","0.1","0"
"Boeing KC-135 Stratotanker","originated_in","United States","0.1","0"
"Boeing KC-46 Pegasus","derived_from","Boeing KC-767","0.0","0"
"Boeing KC-46 Pegasus","has_type","Tanker","0.1","0"
"Boeing KC-46 Pegasus","has_type","transport","0.1","0"
"Boeing KC-46 Pegasus","made_by","Boeing Defense, Space & Security","0.1","0"
"Boeing KC-46 Pegasus","operated_by","Japan Air Self-Defense Force","0.1","0"
"Boeing KC-46 Pegasus","operated_by","United States Air Force","0.1","0"
"Boeing KC-46 Pegasus","originated_in","United States","0.1","0"
"Boeing KC-767","derived_from","Boeing 767","0.0","0"
"Boeing KC-767","developed_into","Boeing KC-46 Pegasus","0.0","0"
"Boeing KC-767","has_type","Tanker","0.1","0"
"Boeing KC-767","has_type","transport","0.1","0"
"Boeing KC-767","made_by","Boeing Integrated Defense Systems","0.1","0"
"Boeing KC-767","operated_by","Colombian Aerospace Force","0.1","0"
"Boeing KC-767","operated_by","Italian Air Force","0.1","0"
"Boeing KC-767","operated_by","Japan Air Self-Defense Force","0.1","0"
"Boeing KC-767","originated_in","United States","0.1","0"
"Boeing MQ-25 Stingray","has_type","Unmanned combat aerial vehicle","0.0","0"
"Boeing MQ-25 Stingray","made_by","Boeing","0.0","0"
"Boeing MQ-25 Stingray","operated_by","United States Navy","0.0","0"
"Boeing MQ-25 Stingray","originated_in","United States","0.0","0"
"Boeing MQ-28 Ghost Bat","has_type","Unmanned combat aerial vehicle","0.0","0"
"Boeing MQ-28 Ghost Bat","made_by","Boeing Australia","0.0","0"
"Boeing MQ-28 Ghost Bat","made_by","Boeing Defense, Space & Security","0.0","0"
"Boeing MQ-28 Ghost Bat","operated_by","Royal Australian Air Force","0.0","0"
"Boeing MQ-28 Ghost Bat","originated_in","Australia","0.0","0"
"Boeing P-12","has_type","Fighter aircraft","0.1","0"
"Boeing P-12","made_by","Boeing Aircraft Company","0.1","0"
"Boeing P-12","operated_by","Philippine Army Air Corps","0.1","0"
"Boeing P-12","operated_by","Royal Thai Air Force","0.1","0"
"Boeing P-12","operated_by","United States Army Air Corps","0.1","0"
"Boeing P-12","operated_by","United States Navy","0.1","0"
"Boeing P-26 Peashooter","has_type","Fighter","0.1","0"
"Boeing P-26 Peashooter","has_variant","Boeing P-29","0.1","0"
"Boeing P-26 Peashooter","made_by","Boeing","0.1","0"
"Boeing P-26 Peashooter","operated_by","Guatemalan Air Force","0.1","0"
"Boeing P-26 Peashooter","operated_by","Philippine Army Air Corps","0.1","0"
"Boeing P-26 Peashooter","operated_by","Republic of China Air Force","0.1","0"
"Boeing P-26 Peashooter","operated_by","United States Army Air Corps","0.1","0"
"Boeing P-26 Peashooter","originated_in","United States","0.1","0"
"Boeing Persistent Munition Technology Demonstrator","has_type","Remote controlled UAV","0.0","0"
"Boeing Persistent Munition Technology Demonstrator","made_by","Boeing Integrated Defense Systems","0.0","0"
"Boeing Persistent Munition Technology Demonstrator","operated_by","Boeing","0.0","0"
"Boeing–Sikorsky RAH-66 Comanche","has_type","attack helicopter","0.1","0"
"Boeing–Sikorsky RAH-66 Comanche","made_by","Boeing Helicopters","0.1","0"
"Boeing–Sikorsky RAH-66 Comanche","made_by","Sikorsky Aircraft","0.1","0"
"Boeing–Sikorsky RAH-66 Comanche","operated_by","United States Army","0.1","0"
"Boeing–Sikorsky RAH-66 Comanche","originated_in","United States","0.1","0"
"Bofors","headquartered_in","Karlskoga, Sweden","0.0","0"
"Bofors","in_industry","Arms industry","0.0","0"
"Bold Orion","has_type","Air-launched ballistic missile","0.1","0"
"Bold Orion","launched_from","B-47 Stratojet","0.1","0"
"Bold Orion","made_by","Martin Aircraft","0.1","0"
"Bold Orion","operated_by","United States Air Force","0.1","0"
"Bold Orion","originated_in","United States","0.1","0"
"Boliden AB","makes","Copper","0.1","0"
"Boliden AB","makes","PGM","0.1","0"
"Boliden AB","makes","iron sand","0.1","0"
"Boliden AB","makes","lead","0.1","0"
"Boliden AB","makes","nickel","0.1","0"
"Boliden AB","makes","precious metals","0.1","0"
"Boliden AB","makes","sulphuric acid","0.1","0"
"Boliden AB","makes","zinc","0.1","0"
"Bonnier Group","makes","Newspapers, books, magazines, television and film production, online retailers","0.1","0"
"Bozdoğan (air-to-air missile)","designed_by","TÜBİTAK SAGE","0.1","0"
"Bozdoğan (air-to-air missile)","guided_by","infrared homing","0.1","0"
"Bozdoğan (air-to-air missile)","has_type","Short-range air-to-air missile","0.1","0"
"Bozdoğan (air-to-air missile)","has_variant","GÖKSUR","0.1","0"
"Bozdoğan (air-to-air missile)","has_warhead","Fragmentation warhead","0.1","0"
"Bozdoğan (air-to-air missile)","launched_from","F-16","0.1","0"
"Bozdoğan (air-to-air missile)","launched_from","TAI Hürjet","0.1","0"
"Bozdoğan (air-to-air missile)","launched_from","TAI TF Kaan","0.1","0"
"Bozdoğan (air-to-air missile)","made_by","TÜBİTAK SAGE","0.1","0"
"Bozdoğan (air-to-air missile)","operated_by","Turkish Air Force","0.1","0"
"Bozdoğan (air-to-air missile)","originated_in","Turkey","0.1","0"
"BrahMos","designed_by","Defence Research and Development Organisation","0.2","0"
"BrahMos","designed_by","NPO Mashinostroyeniya","0.2","0"
"BrahMos","guided_by","ARH","0.1","0"
"BrahMos","guided_by","GNSS","0.1","0"
"BrahMos","guided_by","INS","0.1","0"
"BrahMos","has_type","Air-launched cruise missile","0.2","0"
"BrahMos","has_type","Anti-ship missile","0.2","0"
"BrahMos","has_type","Cruise missile","0.2","0"
"BrahMos","has_type","Land-attack missile","0.2","0"
"BrahMos","has_type","Submarine-launched cruise missile","0.2","0"
